,name,houseID,houseZip,rentAmount,paymentDate_clean,dob_clean,paymentAmount_clean
47423,Jenee Lillie,1089,92153,2057.0,2012-01-06,2000-01-01,2057.0
47424,Leif Ogburn,1372,92139,928.0,2012-01-06,,928.0
47425,Roslyn Springs,1993,92182,2167.0,2012-01-06,2000-01-01,2167.0
47426,Helga Walston,930,92121,1515.0,2012-01-06,1977-02-11,1515.0
47427,Lucio Culler,1475,92179,1337.0,2012-01-06,1988-03-10,1337.0
47428,Nakia Vickery,1748,92109,933.0,2012-01-06,1981-04-09,933.0
47429,Britni Pagel,248,92187,1481.0,2012-01-06,2000-01-01,1481.0
47430,Kamala Harrison,1187,92128,1358.0,2012-01-06,2000-01-01,1358.0
47431,Arcelia Petrick,125,92142,1564.0,2012-01-06,2058-06-06,1564.0
47432,Lucila Fender,1471,92139,1374.0,2012-01-06,2000-01-01,1374.0
47433,Ashlea Pietz,155,92119,1925.0,2012-01-06,1980-09-07,1925.0
47434,Ethan Mosteller,723,92198,1287.0,2012-01-06,2018-08-08,1287.0
47435,Daniela Cairns,483,92169,1201.0,2012-01-06,2000-01-01,1201.0
47436,Aurelio Roman,167,92179,1563.0,2012-01-06,,1563.0
47437,Birdie Smelley,213,92187,1681.0,2012-01-06,2051-01-12,1681.0
47438,Thresa Zahler,2271,92175,1413.0,2012-01-06,2000-01-01,1413.0
47439,Adelia Terwilliger,12,92121,1469.0,2012-01-06,2051-10-03,1469.0
47440,Evalyn Ipock,744,92193,1455.0,2012-01-06,2000-01-01,1455.0
47441,Betsey Son,205,92162,1560.0,2012-01-06,1980-08-15,1560.0
47442,Mellissa Ardon,1661,92176,1330.0,2012-01-06,2000-01-01,1330.0
47443,Frank Correll,796,92137,968.0,2012-01-06,,968.0
47444,Emelina Phalen,683,92120,1555.0,2012-01-06,1900-01-01,1555.0
47445,Mikki Penner,1699,92191,1862.0,2012-01-06,2000-01-01,1862.0
47446,Marshall Fosdick,1615,92135,2087.0,2012-01-06,2000-01-01,2087.0
47447,Rubie Mirarchi,2002,92113,1748.0,2012-01-06,1982-01-07,1748.0
47448,Jazmine Kittel,1073,92175,1260.0,2012-01-06,1900-01-01,1260.0
47449,Merry Quisenberry,1678,92163,1485.0,2012-01-06,,1485.0
47450,Austin Sharrock,170,92133,1533.0,2012-01-06,2000-01-01,
47451,Chau Well,376,92111,1191.0,2012-01-06,2000-01-01,1191.0
47452,Iva Borelli,991,92121,1597.0,2012-01-06,,1597.0
47453,Jc Eichelberger,1075,92123,1227.0,2012-01-06,2000-01-01,1227.0
47454,Jennell Maziarz,1096,92106,1195.0,2012-01-06,1900-01-01,1195.0
47455,Kayla Moton,1222,92135,1462.0,2012-01-06,2000-01-01,1462.0
47456,Maida Lambrecht,1533,92160,1841.0,2012-01-06,,1841.0
47457,Jolanda Dambrosio,1139,92109,1796.0,2012-01-06,,1796.0
47458,Linsey Stotler,1425,92153,1821.0,2012-01-06,2001-12-04,1821.0
47459,Rossana Janecek,1994,92142,2053.0,2012-01-06,2000-01-01,2053.0
47460,Santo Hanney,2052,92174,1750.0,2012-01-06,2000-01-01,1750.0
47461,Freeman Strzelecki,807,92160,1789.0,2012-01-06,1975-03-20,1789.0
47462,Delmar Facey,541,92161,1587.0,2012-01-06,2000-01-01,1587.0
47463,Sina Lukasik,2148,92132,1904.0,2012-01-06,,1904.0
47464,Cortez Cangelosi,453,92133,1135.0,2012-01-06,2000-01-01,1135.0
47465,Deonna Wildes,565,92140,1474.0,2012-01-06,2000-01-01,1474.0
47466,Dominique Graves,592,92139,1294.0,2012-01-06,2000-01-01,
47467,Callie Colvard,274,92192,1836.0,2012-01-06,2000-01-01,1836.0
47468,Altagracia Harting,66,92109,572.0,2012-01-06,,572.0
47469,Carolyne Radley,325,92199,1075.0,2012-01-06,2000-01-01,1075.0
47470,Armanda Primus,147,92159,1408.0,2012-01-06,,1408.0
47471,Nevada Buggs,1776,92153,933.0,2012-01-06,2000-01-01,933.0
47472,Gwyn Shank,897,92116,853.0,2012-01-06,2000-01-01,853.0
47473,Loretta Hauk,1451,92108,1226.0,2012-01-06,2000-01-01,1226.0
47474,Danae Rosenbeck,479,92160,1497.0,2012-01-06,,1497.0
47475,Lucretia Covert,1476,92132,1534.0,2012-01-06,,1534.0
47476,Dayle Laramore,521,92147,1241.0,2012-01-06,1997-12-04,1241.0
47477,Sheri Lanni,2120,92193,897.0,2012-01-06,2000-01-01,897.0
47478,Darren Tucker,511,92101,1756.0,2012-01-06,,1756.0
47479,Kirstin Greenleaf,1266,92133,1344.0,2012-01-06,1970-04-10,1344.0
47480,Terrie Bonetti,2251,92127,1376.0,2012-01-06,,1376.0
47481,Eleonore Mccranie,651,92114,1246.0,2012-01-06,2000-01-01,1246.0
47482,Carlo Criner,303,92127,777.0,2012-01-06,2000-01-01,777.0
47483,Janetta Bassett,1036,92138,1119.0,2012-01-06,2000-01-01,1119.0
47484,Hanna Maury,908,92120,1364.0,2012-01-06,,1364.0
47485,Xuan Henningsen,2444,92103,683.0,2012-01-06,2000-01-01,683.0
47486,Marcellus Germany,1552,92159,1988.0,2012-01-06,2000-01-01,1988.0
47487,Gilberte Minaya,849,92108,1255.0,2012-01-06,2060-09-11,1255.0
47488,Marcie Hunton,1553,92165,1523.0,2012-01-06,2000-01-01,1523.0
47489,Isabell Elliston,983,92177,1738.0,2012-01-06,,1738.0
47490,Leigh Stoll,1375,92101,1141.0,2012-01-06,,1141.0
47491,Annabell Roll,107,92126,1526.0,2012-01-06,2000-01-01,1526.0
47492,Kimberly Canning,1257,92161,988.0,2012-01-06,2000-01-01,988.0
47493,Elliott Fong,666,92182,1240.0,2012-01-06,2000-01-01,1240.0
47494,Vanesa Lefort,2358,92160,1473.0,2012-01-06,2000-01-01,1473.0
47495,Eldon Reiss,643,92135,1432.0,2012-01-06,2000-01-01,1432.0
47496,Signe Coombe,2143,92160,1481.0,2012-01-06,2059-11-04,1481.0
47497,Gerry Hitchman,841,92108,1874.0,2012-01-06,2000-01-01,1874.0
47498,Cleotilde Carty,423,92123,1744.0,2012-01-06,2000-01-01,
47499,Elanor Situ,638,92114,1840.0,2012-01-06,1900-01-01,1840.0
47500,Ellamae Wimmer,661,92153,1408.0,2012-01-06,2000-01-01,1408.0
47501,Yelena Cloninger,2447,92197,1577.0,2012-01-06,2045-11-09,1577.0
47502,Lisha Penick,1428,92115,1624.0,2012-01-06,,1624.0
47503,Verdell Dunigan,2362,92129,1714.0,2012-01-06,2000-01-01,1714.0
47504,Sharice Mooneyhan,2088,92104,1444.0,2012-01-06,2000-01-01,1444.0
47505,Marilu Krell,1594,92133,1792.0,2012-01-06,2000-01-01,1792.0
47506,Sabra Haslett,2024,92130,1422.0,2012-01-06,1984-12-10,1422.0
47507,Helga Deshon,929,92153,1048.0,2012-01-06,2000-01-01,1048.0
47508,Ahmad Eagles,22,92190,2038.0,2012-01-06,1900-01-01,2038.0
47509,Teresia Edling,2245,92162,1344.0,2012-01-06,2000-01-01,1344.0
47510,Jerrica Folden,1105,92119,1847.0,2012-01-06,1977-10-07,1847.0
47511,Elsa Vivas,674,92165,1131.0,2012-01-06,2000-01-01,1131.0
47512,Julieta Medina,1172,92136,1896.0,2012-01-06,2000-01-01,1896.0
47513,Tula Dooling,2336,92109,1703.0,2012-01-06,2000-01-01,1703.0
47514,Rebekah Eichhorn,1926,92152,1874.0,2012-01-06,,1874.0
47515,Aurelia Delay,164,92112,1244.0,2012-01-06,,1244.0
47516,Therese Faunce,2262,92115,1392.0,2012-01-06,,1392.0
47517,Brant Spires,239,92191,1900.0,2012-01-06,1974-06-09,1900.0
47518,Janel Schranz,1035,92149,1556.0,2012-01-06,2000-01-01,1556.0
47519,Diamond Ohman,576,92136,2061.0,2012-01-06,2000-01-01,2061.0
47520,Leda Willsey,1367,92154,1367.0,2012-01-06,,1367.0
47521,Marci Rivera,1554,92171,1560.0,2012-01-06,,1560.0
47522,Cristopher Skerrett,460,92127,2166.0,2012-01-06,2000-01-01,2166.0
47523,Ewa Newton,751,92193,1599.0,2012-01-06,,1599.0
47524,Pamella Monzo,1857,92114,1101.0,2012-01-06,,1101.0
47525,Rodrigo Sarkisian,1958,92166,1244.0,2012-01-06,,1244.0
47526,Felicia Quesnel,762,92162,1781.0,2012-01-06,1975-07-12,1781.0
47527,Alicia Wee,54,92126,1390.0,2012-01-06,2000-01-01,1390.0
47528,Lynsey Juhl,1501,92166,1233.0,2012-01-06,2011-07-07,1233.0
47529,Argelia Hieb,133,92190,1561.0,2012-01-06,2000-01-01,1561.0
47530,Twila Alfieri,2337,92171,972.0,2012-01-06,2000-01-01,972.0
47531,Leila Doucette,1376,92132,1603.0,2012-01-06,1976-07-08,1603.0
47532,Elly Escamilla,668,92126,1994.0,2012-01-06,1970-04-11,1994.0
47533,Alleen Credle,58,92123,1892.0,2012-01-06,1973-02-11,1892.0
47534,Shayla Hockensmith,2105,92163,1355.0,2012-01-06,2000-01-01,1355.0
47535,Donald Goudy,595,92177,1546.0,2012-01-06,,1546.0
47536,Ivette Watson,995,92140,1348.0,2012-01-06,1900-01-01,1348.0
47537,Goldie Moriarty,873,92171,1680.0,2012-01-06,2000-01-01,1680.0
47538,Emile Farney,689,92105,428.0,2012-01-06,2000-01-01,428.0
47539,Arlinda Lawalin,142,92174,1454.0,2012-01-06,2000-01-01,1454.0
47540,Ursula Celestine,2350,92166,1667.0,2012-01-06,1989-07-05,1667.0
47541,Hye Micek,963,92123,1804.0,2012-01-06,1976-01-11,1804.0
47542,Tracey Chrisman,2314,92123,1483.0,2012-01-06,2000-01-01,1483.0
47543,Sherman Westberry,2122,92123,2062.0,2012-01-06,1981-05-09,2062.0
47544,Wanda Crowden,2404,92198,1462.0,2012-01-06,2000-01-01,1462.0
47545,Elmira Crudup,670,92136,1818.0,2012-01-06,,1818.0
47546,Dani Landry,488,92177,1405.0,2012-01-06,2000-01-01,1405.0
47547,Tegan Zepeda,2233,92129,1700.0,2012-01-06,,-255.0
47548,Deandra Tagle,524,92193,1842.0,2012-01-06,,1842.0
47549,Julee Howell,1166,92175,1549.0,2012-01-06,,1549.0
47550,Luigi Bagwell,1481,92124,1354.0,2012-01-06,1985-03-08,1354.0
47551,Leona Dimond,1393,92140,1751.0,2012-01-06,2005-05-09,1751.0
47552,Lashaunda Weingartner,1334,92155,1341.0,2012-01-06,2000-01-01,1341.0
47553,Thora Sperber,2270,92179,1363.0,2012-01-06,2000-01-01,1363.0
47554,Kiara Paquet,1250,92162,1266.0,2012-01-06,2055-05-08,1266.0
47555,Rhona Shipton,1944,92133,1225.0,2012-01-06,2019-06-10,1225.0
47556,Isela Briley,987,92113,1054.0,2012-01-06,2000-01-01,1054.0
47557,Alberto Huling,34,92166,1819.0,2012-01-06,2000-01-01,1819.0
47558,Mimi Davin,1706,92108,1342.0,2012-01-06,1959-03-09,1342.0
47559,Grady Wilds,875,92107,1460.0,2012-01-06,2000-01-01,1460.0
47560,Clay Barrington,419,92103,1190.0,2012-01-06,1900-01-01,1190.0
47561,Brendan Josephson,243,92150,1208.0,2012-01-06,2000-01-01,1208.0
47562,Herlinda Denk,934,92131,1864.0,2012-01-06,,1864.0
47563,Candis Fite,288,92170,1804.0,2012-01-06,1996-12-02,1804.0
47564,Delila Sylvester,540,92136,1896.0,2012-01-06,2000-01-01,1896.0
47565,Eliana Earl,655,92104,1494.0,2012-01-06,2000-01-01,1494.0
47566,Germaine Shutts,840,92123,1040.0,2012-01-06,2000-01-01,1040.0
47567,Fe Ditch,757,92158,1244.0,2012-01-06,2000-01-01,1244.0
47568,Shan Norfleet,2079,92134,1292.0,2012-01-06,2000-01-01,1292.0
47569,Jame Metzer,1024,92194,1586.0,2012-01-06,2000-01-01,1586.0
47570,Saran Spear,2055,92192,1326.0,2012-01-06,2000-01-01,1326.0
47571,Lashawn Rotella,1336,92190,1930.0,2012-01-06,1985-12-05,1930.0
47572,Noreen Porras,1815,92132,1961.0,2012-01-06,1989-08-09,1961.0
47573,Beverley Lister,210,92168,1149.0,2012-01-06,,1149.0
47574,Luisa Robb,1486,92162,1819.0,2012-01-06,2000-01-01,1819.0
47575,Fe Taber,769,92161,1024.0,2012-01-06,2000-01-01,1024.0
47576,Katherine Jelley,1212,92186,1238.0,2012-01-06,1900-01-01,1238.0
47577,Kemberly Currence,1238,92187,1462.0,2012-01-06,2000-01-01,1462.0
47578,Mia Zarate,1680,92192,1762.0,2012-01-06,2000-01-01,1762.0
47579,Sondra Squillace,2155,92136,1520.0,2012-01-06,2002-05-10,1520.0
47580,Dominque Massey,593,92139,1509.0,2012-01-06,2000-01-01,1509.0
47581,Roslyn Derouin,1992,92149,636.0,2012-01-06,1955-08-07,636.0
47582,Trudie Barret,2330,92101,1947.0,2012-01-06,2000-01-01,1947.0
47583,Xavier Mennella,2439,92119,1327.0,2012-01-06,2000-01-01,1327.0
47584,Chrissy Brockington,392,92162,1536.0,2012-01-06,2000-01-01,1536.0
47585,Jaymie Eutsey,1067,92108,2188.0,2012-01-06,,2188.0
47586,Tonia Muniz,2298,92111,1512.0,2012-01-06,2000-01-01,1512.0
47587,Hwa Gano,960,92175,1434.0,2012-01-06,1983-02-05,1434.0
47588,Melaine Wiemann,1653,92111,1334.0,2012-01-06,,1334.0
47589,Tuan Delrio,2335,92135,1701.0,2012-01-06,1975-07-05,1701.0
47590,Johanne Michels,1134,92128,1847.0,2012-01-06,2000-01-01,1847.0
47591,Mayme Graybill,1646,92184,1516.0,2012-01-06,2000-01-01,1516.0
47592,Vi Cantara,2378,92114,1056.0,2012-01-06,2000-01-01,1056.0
47593,Matilde Sollars,1643,92199,1797.0,2012-01-06,,1797.0
47594,Jeanelle Westby,1078,92171,1900.0,2012-01-06,2000-01-01,1900.0
47595,Amos Penhollow,84,92171,947.0,2012-01-06,,947.0
47596,Jarod Topping,1054,92138,1342.0,2012-01-06,2000-01-01,1342.0
47597,Consuela Gasca,445,92158,1720.0,2012-01-06,1985-10-01,1720.0
47598,Gregoria Brucker,887,92122,1159.0,2012-01-06,2000-01-01,1159.0
47599,Demarcus Edler,555,92123,1622.0,2012-01-06,,1622.0
47600,Ahmad Eakin,23,92186,1411.0,2012-01-06,2000-01-01,1411.0
47601,Suzanna Hardee,2194,92192,1800.0,2012-01-06,2000-01-01,1800.0
47602,Viva Grainger,2393,92190,1801.0,2012-01-06,1978-09-03,1801.0
47603,Bruna Stearns,253,92139,1362.0,2012-01-06,,1362.0
47604,Malorie Bartsch,1545,92111,1402.0,2012-01-06,,1402.0
47605,Kimbra Sorenson,1258,92107,1721.0,2012-01-06,2000-01-01,1721.0
47606,Bryant Mackin,257,92104,1310.0,2012-01-06,,1310.0
47607,Thuy Barefoot,2272,92155,1490.0,2012-01-06,1990-07-03,1490.0
47608,Sheryll Tipping,2129,92145,1169.0,2012-01-06,2000-01-01,1169.0
47609,Logan Cunningham,1438,92152,1279.0,2012-01-06,,1279.0
47610,Giselle Hillhouse,856,92147,1199.0,2012-01-06,1991-09-12,1199.0
47611,Grant Heindel,879,92149,1441.0,2012-01-06,1969-01-04,1441.0
47612,Marietta Welcher,1585,92159,1540.0,2012-01-06,2000-01-01,1540.0
47613,Agnus Abadie,19,92177,1599.0,2012-01-06,2000-11-11,1599.0
47614,Angelyn Cavaliere,98,92193,1521.0,2012-01-06,2000-01-01,1521.0
47615,Merilyn Branscum,1668,92115,1458.0,2012-01-06,2000-01-01,1458.0
47616,Ellen Collie,663,92127,1653.0,2012-01-06,1969-07-04,1653.0
47617,Rosetta Sain,1990,92130,1520.0,2012-01-06,2000-01-01,1520.0
47618,Leoma Enz,1390,92184,1841.0,2012-01-06,2000-01-01,1841.0
47619,Santiago Demaria,2051,92128,2003.0,2012-01-06,1979-08-08,2003.0
47620,Peter Hurley,1885,92165,1133.0,2012-01-06,1980-04-12,1133.0
47621,Sandy Mckie,2045,92174,1637.0,2012-01-06,,1637.0
47622,Leatha Vanduyn,1365,92140,1523.0,2012-01-06,,1523.0
47623,Marlene Steenbergen,1606,92166,1609.0,2012-01-06,,1609.0
47624,Tiffani Coupe,2274,92161,1223.0,2012-01-06,,1223.0
47625,Stacie Lawler,2170,92126,1495.0,2012-01-06,2000-01-01,1495.0
47626,Rudy Stirling,2008,92136,1362.0,2012-01-06,2005-04-02,1362.0
47627,Dona Warnock,596,92166,917.0,2012-01-06,2000-01-01,917.0
47628,Dominic Gullett,591,92103,1451.0,2012-01-06,1988-12-03,1451.0
47629,Marielle Pinnix,1584,92199,1356.0,2012-01-06,,1356.0
47630,Darby Santana,502,92165,1307.0,2012-01-06,1900-01-01,1307.0
47631,Gaynell Desjardin,820,92131,1749.0,2012-01-06,,1749.0
47632,Patti Mauch,1865,92117,1455.0,2012-01-06,2000-01-01,1455.0
47633,Nickie Weatherly,1788,92193,921.0,2012-01-06,1978-07-12,921.0
47634,Lucilla Broderick,1474,92159,1439.0,2012-01-06,2000-01-01,1439.0
47635,Lenora Ohm,1388,92137,1620.0,2012-01-06,2000-01-01,1620.0
47636,Sharron Frizzell,2094,92195,824.0,2012-01-06,2000-01-01,824.0
47637,Tonette Rye,2297,92197,1514.0,2012-01-06,,1514.0
47638,Felicia Mcanulty,761,92177,1664.0,2012-01-06,2000-01-01,1664.0
47639,Rubin Gutierrez,2003,92153,1208.0,2012-01-06,1999-07-10,1208.0
47640,Jene Aguiar,1087,92135,1051.0,2012-01-06,2000-01-01,1051.0
47641,Tamesha Florez,2206,92115,1967.0,2012-01-06,,1967.0
47642,Raylene Paff,1916,92129,1020.0,2012-01-06,,1020.0
47643,Jeanice Peirce,1080,92147,1820.0,2012-01-06,2000-01-01,1820.0
47644,Bambi Leppert,178,92109,1602.0,2012-01-06,,1602.0
47645,Therese Carrier,2261,92196,1593.0,2012-01-06,1900-01-01,1593.0
47646,Buffy Bruening,264,92108,1915.0,2012-01-06,2000-01-01,1915.0
47647,Delphia Hillwig,549,92190,1761.0,2012-01-06,,1761.0
47648,Willian Blust,2433,92190,1685.0,2012-01-06,2000-01-01,1685.0
47649,Brigitte Prom,246,92164,1743.0,2012-01-06,2000-01-01,1743.0
47650,Paulina Lefort,1869,92129,1324.0,2012-01-06,,1324.0
47651,Emil Oler,697,92106,1205.0,2012-01-06,,1205.0
47652,Marco Pelkey,1556,92191,1524.0,2012-01-06,2057-07-02,
47653,Nathanial Conlon,1766,92160,1885.0,2012-01-06,1999-01-09,1885.0
47654,Erasmo Plaisance,706,92175,1417.0,2012-01-06,,1417.0
47655,Jennell Buchholtz,1095,92196,1744.0,2012-01-06,,1744.0
47656,Delmar Tousant,544,92170,1768.0,2012-01-06,2000-01-01,1768.0
47657,Melony Seavey,1664,92123,1481.0,2012-01-06,2000-01-01,1481.0
47658,Rubin Hauck,2004,92161,1937.0,2012-01-06,2000-01-01,1937.0
47659,Zackary Narducci,2466,92176,1509.0,2012-01-06,2000-01-01,1509.0
47660,Mike Nowlen,1697,92162,1371.0,2012-01-06,2000-01-01,1371.0
47661,Ashton Girouard,156,92168,1135.0,2012-01-06,1999-02-19,1135.0
47662,Sandee Vance,2043,92167,1340.0,2012-01-06,,1340.0
47663,India Linehan,972,92122,1004.0,2012-01-06,2063-03-06,1004.0
47664,Shanel Sproles,2075,92128,1441.0,2012-01-06,,1441.0
47665,Georgene Cropper,832,92191,1567.0,2012-01-06,1970-07-09,1567.0
47666,Chante Mowery,361,92129,1555.0,2012-01-06,2000-01-01,1555.0
47667,Vanessa Marty,2359,92195,2178.0,2012-01-06,2000-01-01,2178.0
47668,Rubye Hetherington,2005,92104,1548.0,2012-01-06,1900-01-01,1548.0
47669,Giuseppina Payeur,864,92177,1796.0,2012-01-06,1998-03-03,1796.0
47670,Sanora Kivi,2048,92136,1364.0,2012-01-06,2000-01-01,1364.0
47671,Antonina Sokolowski,123,92108,1293.0,2012-01-06,2000-01-01,1293.0
47672,Fleta Kogan,776,92109,811.0,2012-01-06,,811.0
47673,Noelia Weckerly,1805,92177,1344.0,2012-01-06,1978-01-04,1344.0
47674,Perry Bach,1882,92194,1577.0,2012-01-06,2000-01-01,1577.0
47675,Denyse Kung,564,92112,1485.0,2012-01-06,1900-01-01,1485.0
47676,Harland Liggins,910,92194,1978.0,2012-01-06,,1978.0
47677,Latarsha Gleaves,1337,92120,1677.0,2012-01-06,,1677.0
47678,Adrian Moe,15,92184,1363.0,2012-01-06,,1363.0
47679,Denny Paschall,561,92130,1077.0,2012-01-06,2000-01-01,1077.0
47680,Alfred Fitzsimons,48,92182,1861.0,2012-01-06,,1861.0
47681,Porter Stagner,1893,92130,1065.0,2012-01-06,2000-01-01,1065.0
47682,Verdie Domingo,2363,92124,1634.0,2012-01-06,,1634.0
47683,Marylynn Lesperance,1636,92140,1915.0,2012-01-06,1980-09-07,1915.0
47684,Giovanna Wakefield,852,92174,1401.0,2012-01-06,1992-02-04,1401.0
47685,Michaele Threlkeld,1685,92101,1470.0,2012-01-06,,1470.0
47686,Colette Letson,438,92126,1492.0,2012-01-06,,1492.0
47687,Noma Tweedie,1809,92165,2136.0,2012-01-06,2000-01-01,2136.0
47688,Laurette Bollman,1350,92117,1778.0,2012-01-06,,1778.0
47689,Doretta Pagaduan,601,92108,1638.0,2012-01-07,,1638.0
47690,Marlon Guarnieri,1609,92112,1267.0,2012-01-07,2000-01-01,1267.0
47691,Hiedi Venson,939,92184,1389.0,2012-01-07,2000-01-01,1389.0
47692,Lauran Thacker,1347,92102,768.0,2012-01-07,2000-01-01,768.0
47693,Marylyn Cardenas,1634,92121,1559.0,2012-01-07,2000-01-01,1559.0
47694,Keenan Chung,1230,92131,1357.0,2012-01-07,,1357.0
47695,Ignacio Piel,969,92154,1953.0,2012-01-07,,1953.0
47696,Shan Norfleet,2079,92134,1292.0,2012-01-07,2000-01-01,1292.0
47697,Frederica Keisler,806,92165,1239.0,2012-01-07,,1239.0
47698,Shay Vides,2108,92101,1589.0,2012-01-07,2063-09-07,1589.0
47699,Timmy Fulford,2278,92104,1491.0,2012-01-07,,1714.0
47700,Harland Liggins,910,92194,1978.0,2012-01-07,,1978.0
47701,Ethelene Monaco,724,92109,1086.0,2012-01-07,2000-01-01,1086.0
47702,Carlee Gibeault,298,92147,1192.0,2012-01-07,1979-03-08,1192.0
47703,Dreama Tugwell,611,92112,1442.0,2012-01-07,2000-01-01,1442.0
47704,Magaly Brummer,1524,92160,1201.0,2012-01-07,2000-01-01,1201.0
47705,Ethan Mosteller,723,92198,1287.0,2012-01-07,2018-08-08,1287.0
47706,Patti Mauch,1865,92117,1455.0,2012-01-07,2000-01-01,1455.0
47707,Wai Legge,2399,92165,2115.0,2012-01-07,2000-01-01,2115.0
47708,Julissa Sandlin,1175,92121,1771.0,2012-01-07,1972-01-18,1771.0
47709,Lynell Hermes,1497,92107,1565.0,2012-01-07,,1565.0
47710,Candace Smoak,281,92132,1631.0,2012-01-07,2000-01-01,1631.0
47711,Vernetta Hennessy,2369,92126,1592.0,2012-01-07,2000-01-01,1592.0
47712,Minta Zeledon,1708,92191,1609.0,2012-01-07,2000-01-01,1609.0
47713,Roslyn Springs,1993,92182,2167.0,2012-01-07,2000-01-01,2167.0
47714,Lilia Manahan,1417,92192,1398.0,2012-01-07,2068-03-09,1398.0
47715,Fatima Peralto,752,92179,1552.0,2012-01-07,,1552.0
47716,Emile Farney,690,92195,1540.0,2012-01-07,2000-01-01,1540.0
47717,Trudie Hilchey,2334,92140,1590.0,2012-01-07,2000-01-01,1590.0
47718,Sarai Copper,2054,92194,1814.0,2012-01-07,2000-01-01,1814.0
47719,Cheri Kennon,381,92136,1564.0,2012-01-07,2050-07-01,1564.0
47720,Sondra Squillace,2155,92136,1520.0,2012-01-07,2002-05-10,1520.0
47721,Sheri Fehr,2119,92102,1296.0,2012-01-07,1979-09-02,1296.0
47722,Susannah Camilleri,2189,92109,1520.0,2012-01-07,2000-01-01,1520.0
47723,Delphia Hillwig,549,92190,1761.0,2012-01-07,,1761.0
47724,Trenton Gunning,2321,92121,2176.0,2012-01-07,2000-01-01,2176.0
47725,Glenda Mcnair,869,92176,1332.0,2012-01-07,2000-01-01,1332.0
47726,Sanjuanita Go,2046,92198,1893.0,2012-01-07,2004-07-03,1893.0
47727,Starr Deshotel,2173,92193,1558.0,2012-01-07,1969-09-10,1558.0
47728,Ellsworth Maclennan,667,92145,924.0,2012-01-07,2000-01-01,924.0
47729,Shantae Bewley,2082,92111,1008.0,2012-01-07,1969-10-10,1008.0
47730,Jazmine Kittel,1073,92175,1260.0,2012-01-07,1900-01-01,1260.0
47731,Kasha Deckard,1208,92198,1619.0,2012-01-07,2000-01-01,1619.0
47732,Marcie Hunton,1553,92165,1523.0,2012-01-07,2000-01-01,1523.0
47733,Keenan Hallum,1231,92169,1342.0,2012-01-07,,1342.0
47734,Erik Gullett,710,92122,1322.0,2012-01-07,2054-11-03,1322.0
47735,Romeo Junge,1962,92191,1295.0,2012-01-07,1974-09-04,1295.0
47736,Brice Mahaney,245,92171,1626.0,2012-01-07,,1626.0
47737,Dorthey Lodge,608,92186,1154.0,2012-01-07,1967-01-22,1154.0
47738,Jackson Noland,1004,92140,1393.0,2012-01-07,2007-07-11,1393.0
47739,Bell Felkins,189,92160,1521.0,2012-01-07,2000-01-01,1521.0
47740,Sherril Scales,2123,92106,1245.0,2012-01-07,,1245.0
47741,Josie Judon,1157,92137,1500.0,2012-01-07,2000-01-01,1500.0
47742,Lane Scroggs,1316,92160,1364.0,2012-01-07,2000-01-01,1364.0
47743,Teodoro Monks,2240,92166,998.0,2012-01-07,2000-01-01,-149.7
47744,Donovan Yoder,600,92182,1312.0,2012-01-07,1977-12-01,1312.0
47745,Carmelita Ritzer,311,92136,1471.0,2012-01-07,1969-03-09,1471.0
47746,Cherilyn Kelsey,382,92108,1515.0,2012-01-07,,1515.0
47747,Anisha Abelson,105,92126,1185.0,2012-01-07,1993-05-05,1185.0
47748,Ellan Lazaro,662,92191,1932.0,2012-01-07,,1932.0
47749,Arnette Crays,151,92154,1353.0,2012-01-07,,1353.0
47750,Millard Woodford,1704,92129,1066.0,2012-01-07,2000-01-01,1066.0
47751,Moshe Woodbridge,1732,92193,1477.0,2012-01-07,2000-01-01,1477.0
47752,Beverlee Vail,209,92154,1754.0,2012-01-07,,1754.0
47753,Eugena Helland,733,92161,1259.0,2012-01-07,2000-01-01,1259.0
47754,Jarrod Nowacki,1055,92167,1347.0,2012-01-07,2000-01-01,1347.0
47755,Rebekah Eichhorn,1926,92152,1874.0,2012-01-07,,1874.0
47756,Suk Gould,2186,92179,1531.0,2012-01-07,,1531.0
47757,Arlena Oren,139,92172,917.0,2012-01-07,2000-01-01,917.0
47758,Verdie Domingo,2363,92124,1634.0,2012-01-07,,1634.0
47759,Sudie Galante,2183,92105,1208.0,2012-01-07,2057-05-08,1208.0
47760,Alline Jezierski,60,92124,1572.0,2012-01-07,2000-01-01,1572.0
47761,Freeman Strzelecki,807,92160,1789.0,2012-01-07,1975-03-20,1789.0
47762,Janay Benny,1028,92109,1731.0,2012-01-07,,1731.0
47763,Kristeen Mehler,1281,92171,1754.0,2012-01-07,1900-01-01,1754.0
47764,Catrice Tyree,340,92116,1364.0,2012-01-07,,1364.0
47765,Hope Torrance,954,92198,879.0,2012-01-07,,879.0
47766,Fletcher Omara,779,92123,1460.0,2012-01-07,,1460.0
47767,Dawn Nicely,520,92169,1835.0,2012-01-07,2000-01-01,1835.0
47768,Melaine Wiemann,1653,92111,1334.0,2012-01-07,,1334.0
47769,Margorie Prichett,1571,92103,1296.0,2012-01-07,2000-01-01,-194.4
47770,Santo Hanney,2052,92174,1750.0,2012-01-07,2000-01-01,1750.0
47771,Zofia Knoles,2470,92110,1495.0,2012-01-07,,1495.0
47772,Carlton Leeks,306,92107,1508.0,2012-01-07,,1508.0
